"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	249798
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	255274
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	263635
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	259394
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	266021
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	265716
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	267329
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	266453
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	260428
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	252563
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	254381
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	253703
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	274821
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	270800
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	261222
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	253471
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	244224
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	253812
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	250261
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	262025
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	267610
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	278813
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	302661
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	290901
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	295592
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	298849
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	297825
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	315295
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	319609
	"33 years"	"33"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	327999
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1826621
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1843632
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1847309
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1886570
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1886098
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1888363
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1853727
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1828205
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1765129
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1668073
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1642186
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1632039
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1666597
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1757274
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1706269
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1602830
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1517297
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1487600
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1537150
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1493193
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1538036
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1555776
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1583004
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1693314
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1660109
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1678924
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1683949
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1660382
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1720800
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1709486
	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1697285
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	288809
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	301349
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	301286
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	307039
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	313870
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	309477
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	313958
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	311506
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	312711
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	309364
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	297787
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	284610
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	285279
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	283464
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	307981
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	308634
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	295477
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	286445
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	276787
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	286784
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	281948
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	294499
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	297902
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	309552
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	331068
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	320674
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	323750
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	324300
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	320517
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	334202
	"34 years"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	335873
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1791095
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1863350
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1872854
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1866871
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1890963
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1885912
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1876945
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1839111
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1807443
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1740145
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1640281
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1600312
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1581463
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1612447
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1693480
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1665506
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1559775
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1481209
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1448598
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1493278
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1453309
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1498796
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1511442
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1534742
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1629872
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1613490
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1629379
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1629979
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1604243
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1651704
	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1633924
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	252496
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	265920
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	266835
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	270766
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	278215
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	272610
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	278632
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	277377
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	278241
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	276306
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	266908
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	252662
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	254333
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	253115
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	275662
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	271431
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	262406
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	254320
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	245053
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	254894
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	251918
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	262784
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	268496
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	279521
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	303565
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	292306
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	296782
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	299771
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	298457
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	315787
	"34 years"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	319724
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1818403
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1903770
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1916594
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1912843
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1945611
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1938468
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1933442
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1892001
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1860307
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1790444
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1689336
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1643586
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1631703
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1663737
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1757833
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1705732
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1603996
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1516643
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1486915
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1535530
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1491907
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1537002
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1556536
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1583189
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1693794
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1662185
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1680606
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1684816
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1659945
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1719270
	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1707896
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	280114
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	286392
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	300342
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	301741
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	308673
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	316709
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	313997
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	320283
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	319293
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	321720
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	317431
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	298842
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	285907
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	286649
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	285402
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	310270
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	311364
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	298332
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	289371
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	279811
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	289209
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	282710
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	295319
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	298706
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	310349
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	332045
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	321692
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	324828
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	325121
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	321190
	"35 years"	"35"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	334615
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1773594
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1793144
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1869361
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1883346
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1880354
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1907866
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1906383
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1902556
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1868764
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1840105
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1765994
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1645131
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1605661
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1587026
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1618857
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1701124
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1674444
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1569159
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1491202
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1458904
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1500812
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1455113
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1500178
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1512908
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1536283
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1632508
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1616254
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1631688
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1631487
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1604239
	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1651673
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	245853
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	251620
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	266828
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	268539
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	273086
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	282300
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	277884
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	285558
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	285917
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	287876
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	284259
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	267460
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	253390
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	254947
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	255368
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	278354
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	274966
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	266020
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	258233
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	249132
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	258725
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	252526
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	263630
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	269162
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	280367
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	304666
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	293333
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	297448
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	300182
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	298765
	"35 years"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	315798
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1793388
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1812589
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1902648
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1919481
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1919730
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1958155
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1955697
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1957943
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1923021
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1896489
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1816724
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1691654
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1645961
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1633286
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1670518
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1765053
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1716042
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1614418
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1528040
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1498805
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1544918
